Disease,Count_number_of_URLs,URL,Symptoms_and_Causes,Diagnosis_and_Tests,Management_and_Treatment,Prevention,Prognosis,Living_with
14202-primary-progressive-multiple-sclerosis-ppms,5,https://my.clevelandclinic.org/health/diseases/14202-primary-progressive-multiple-sclerosis-ppms,https://my.clevelandclinic.org/health/diseases/14202-primary-progressive-multiple-sclerosis-ppms#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/14202-primary-progressive-multiple-sclerosis-ppms#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/14202-primary-progressive-multiple-sclerosis-ppms#management-and-treatment,https://my.clevelandclinic.org/health/diseases/14202-primary-progressive-multiple-sclerosis-ppms#prevention,https://my.clevelandclinic.org/health/diseases/14202-primary-progressive-multiple-sclerosis-ppms#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/14202-primary-progressive-multiple-sclerosis-ppms#living-with
17892-triple-x-syndrome,5,https://my.clevelandclinic.org/health/diseases/17892-triple-x-syndrome,https://my.clevelandclinic.org/health/diseases/17892-triple-x-syndrome#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17892-triple-x-syndrome#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17892-triple-x-syndrome#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17892-triple-x-syndrome#prevention,https://my.clevelandclinic.org/health/diseases/17892-triple-x-syndrome#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17892-triple-x-syndrome#living-with
16917-depression--heart-disease,5,https://my.clevelandclinic.org/health/diseases/16917-depression--heart-disease,https://my.clevelandclinic.org/health/diseases/16917-depression--heart-disease#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/16917-depression--heart-disease#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/16917-depression--heart-disease#management-and-treatment,https://my.clevelandclinic.org/health/diseases/16917-depression--heart-disease#prevention,https://my.clevelandclinic.org/health/diseases/16917-depression--heart-disease#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/16917-depression--heart-disease#living-with
15359-frozen-shoulder,5,https://my.clevelandclinic.org/health/diseases/15359-frozen-shoulder,https://my.clevelandclinic.org/health/diseases/15359-frozen-shoulder#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/15359-frozen-shoulder#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/15359-frozen-shoulder#management-and-treatment,https://my.clevelandclinic.org/health/diseases/15359-frozen-shoulder#prevention,https://my.clevelandclinic.org/health/diseases/15359-frozen-shoulder#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/15359-frozen-shoulder#living-with
8272-bronchiolitis,5,https://my.clevelandclinic.org/health/diseases/8272-bronchiolitis,https://my.clevelandclinic.org/health/diseases/8272-bronchiolitis#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/8272-bronchiolitis#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/8272-bronchiolitis#management-and-treatment,https://my.clevelandclinic.org/health/diseases/8272-bronchiolitis#prevention,https://my.clevelandclinic.org/health/diseases/8272-bronchiolitis#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/8272-bronchiolitis#living-with
13464-nosebleed-epistaxis,5,https://my.clevelandclinic.org/health/diseases/13464-nosebleed-epistaxis,https://my.clevelandclinic.org/health/diseases/13464-nosebleed-epistaxis#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/13464-nosebleed-epistaxis#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/13464-nosebleed-epistaxis#management-and-treatment,https://my.clevelandclinic.org/health/diseases/13464-nosebleed-epistaxis#prevention,https://my.clevelandclinic.org/health/diseases/13464-nosebleed-epistaxis#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/13464-nosebleed-epistaxis#living-with
17645-women--cardiovascular-disease,5,https://my.clevelandclinic.org/health/diseases/17645-women--cardiovascular-disease,https://my.clevelandclinic.org/health/diseases/17645-women--cardiovascular-disease#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17645-women--cardiovascular-disease#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17645-women--cardiovascular-disease#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17645-women--cardiovascular-disease#prevention,https://my.clevelandclinic.org/health/diseases/17645-women--cardiovascular-disease#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17645-women--cardiovascular-disease#living-with
21863-pierre-robin-syndrome,5,https://my.clevelandclinic.org/health/diseases/21863-pierre-robin-syndrome,https://my.clevelandclinic.org/health/diseases/21863-pierre-robin-syndrome#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/21863-pierre-robin-syndrome#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/21863-pierre-robin-syndrome#management-and-treatment,https://my.clevelandclinic.org/health/diseases/21863-pierre-robin-syndrome#prevention,https://my.clevelandclinic.org/health/diseases/21863-pierre-robin-syndrome#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/21863-pierre-robin-syndrome#living-with
15010-oropharyngeal-human-papilloma-virus-hpv-infection,5,https://my.clevelandclinic.org/health/diseases/15010-oropharyngeal-human-papilloma-virus-hpv-infection,https://my.clevelandclinic.org/health/diseases/15010-oropharyngeal-human-papilloma-virus-hpv-infection#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/15010-oropharyngeal-human-papilloma-virus-hpv-infection#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/15010-oropharyngeal-human-papilloma-virus-hpv-infection#management-and-treatment,https://my.clevelandclinic.org/health/diseases/15010-oropharyngeal-human-papilloma-virus-hpv-infection#prevention,https://my.clevelandclinic.org/health/diseases/15010-oropharyngeal-human-papilloma-virus-hpv-infection#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/15010-oropharyngeal-human-papilloma-virus-hpv-infection#living-with
9761-avoidant-personality-disorder,5,https://my.clevelandclinic.org/health/diseases/9761-avoidant-personality-disorder,https://my.clevelandclinic.org/health/diseases/9761-avoidant-personality-disorder#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/9761-avoidant-personality-disorder#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/9761-avoidant-personality-disorder#management-and-treatment,https://my.clevelandclinic.org/health/diseases/9761-avoidant-personality-disorder#prevention,https://my.clevelandclinic.org/health/diseases/9761-avoidant-personality-disorder#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/9761-avoidant-personality-disorder#living-with
11879-pruritus,5,https://my.clevelandclinic.org/health/diseases/11879-pruritus,https://my.clevelandclinic.org/health/diseases/11879-pruritus#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/11879-pruritus#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/11879-pruritus#management-and-treatment,https://my.clevelandclinic.org/health/diseases/11879-pruritus#prevention,https://my.clevelandclinic.org/health/diseases/11879-pruritus#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/11879-pruritus#living-with
7079-shoulder-impingement-syndrome,5,https://my.clevelandclinic.org/health/diseases/7079-shoulder-impingement-syndrome,https://my.clevelandclinic.org/health/diseases/7079-shoulder-impingement-syndrome#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/7079-shoulder-impingement-syndrome#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/7079-shoulder-impingement-syndrome#management-and-treatment,https://my.clevelandclinic.org/health/diseases/7079-shoulder-impingement-syndrome#prevention,https://my.clevelandclinic.org/health/diseases/7079-shoulder-impingement-syndrome#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/7079-shoulder-impingement-syndrome#living-with
17356-peripartum-cardiomyopathy,5,https://my.clevelandclinic.org/health/diseases/17356-peripartum-cardiomyopathy,https://my.clevelandclinic.org/health/diseases/17356-peripartum-cardiomyopathy#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17356-peripartum-cardiomyopathy#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17356-peripartum-cardiomyopathy#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17356-peripartum-cardiomyopathy#prevention,https://my.clevelandclinic.org/health/diseases/17356-peripartum-cardiomyopathy#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17356-peripartum-cardiomyopathy#living-with
12181-hypopharyngeal-cancer,5,https://my.clevelandclinic.org/health/diseases/12181-hypopharyngeal-cancer,https://my.clevelandclinic.org/health/diseases/12181-hypopharyngeal-cancer#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/12181-hypopharyngeal-cancer#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/12181-hypopharyngeal-cancer#management-and-treatment,https://my.clevelandclinic.org/health/diseases/12181-hypopharyngeal-cancer#prevention,https://my.clevelandclinic.org/health/diseases/12181-hypopharyngeal-cancer#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/12181-hypopharyngeal-cancer#living-with
15400-pilonidal-disease,5,https://my.clevelandclinic.org/health/diseases/15400-pilonidal-disease,https://my.clevelandclinic.org/health/diseases/15400-pilonidal-disease#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/15400-pilonidal-disease#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/15400-pilonidal-disease#management-and-treatment,https://my.clevelandclinic.org/health/diseases/15400-pilonidal-disease#prevention,https://my.clevelandclinic.org/health/diseases/15400-pilonidal-disease#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/15400-pilonidal-disease#living-with
9743-histrionic-personality-disorder,5,https://my.clevelandclinic.org/health/diseases/9743-histrionic-personality-disorder,https://my.clevelandclinic.org/health/diseases/9743-histrionic-personality-disorder#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/9743-histrionic-personality-disorder#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/9743-histrionic-personality-disorder#management-and-treatment,https://my.clevelandclinic.org/health/diseases/9743-histrionic-personality-disorder#prevention,https://my.clevelandclinic.org/health/diseases/9743-histrionic-personality-disorder#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/9743-histrionic-personality-disorder#living-with
9312-postpartum-depression,5,https://my.clevelandclinic.org/health/diseases/9312-postpartum-depression,https://my.clevelandclinic.org/health/diseases/9312-postpartum-depression#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/9312-postpartum-depression#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/9312-postpartum-depression#management-and-treatment,https://my.clevelandclinic.org/health/diseases/9312-postpartum-depression#prevention,https://my.clevelandclinic.org/health/diseases/9312-postpartum-depression#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/9312-postpartum-depression#living-with
16426-acute-tubular-necrosis,5,https://my.clevelandclinic.org/health/diseases/16426-acute-tubular-necrosis,https://my.clevelandclinic.org/health/diseases/16426-acute-tubular-necrosis#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/16426-acute-tubular-necrosis#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/16426-acute-tubular-necrosis#management-and-treatment,https://my.clevelandclinic.org/health/diseases/16426-acute-tubular-necrosis#prevention,https://my.clevelandclinic.org/health/diseases/16426-acute-tubular-necrosis#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/16426-acute-tubular-necrosis#living-with
15219-swollen-lymph-nodes,5,https://my.clevelandclinic.org/health/diseases/15219-swollen-lymph-nodes,https://my.clevelandclinic.org/health/diseases/15219-swollen-lymph-nodes#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/15219-swollen-lymph-nodes#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/15219-swollen-lymph-nodes#management-and-treatment,https://my.clevelandclinic.org/health/diseases/15219-swollen-lymph-nodes#prevention,https://my.clevelandclinic.org/health/diseases/15219-swollen-lymph-nodes#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/15219-swollen-lymph-nodes#living-with
9832-an-overview-of-factitious-disorders,5,https://my.clevelandclinic.org/health/diseases/9832-an-overview-of-factitious-disorders,https://my.clevelandclinic.org/health/diseases/9832-an-overview-of-factitious-disorders#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/9832-an-overview-of-factitious-disorders#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/9832-an-overview-of-factitious-disorders#management-and-treatment,https://my.clevelandclinic.org/health/diseases/9832-an-overview-of-factitious-disorders#prevention,https://my.clevelandclinic.org/health/diseases/9832-an-overview-of-factitious-disorders#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/9832-an-overview-of-factitious-disorders#living-with
12325-dyspareunia-painful-intercourse,5,https://my.clevelandclinic.org/health/diseases/12325-dyspareunia-painful-intercourse,https://my.clevelandclinic.org/health/diseases/12325-dyspareunia-painful-intercourse#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/12325-dyspareunia-painful-intercourse#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/12325-dyspareunia-painful-intercourse#management-and-treatment,https://my.clevelandclinic.org/health/diseases/12325-dyspareunia-painful-intercourse#prevention,https://my.clevelandclinic.org/health/diseases/12325-dyspareunia-painful-intercourse#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/12325-dyspareunia-painful-intercourse#living-with
6001-creutzfeldt-jakob-disease,5,https://my.clevelandclinic.org/health/diseases/6001-creutzfeldt-jakob-disease,https://my.clevelandclinic.org/health/diseases/6001-creutzfeldt-jakob-disease#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/6001-creutzfeldt-jakob-disease#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/6001-creutzfeldt-jakob-disease#management-and-treatment,https://my.clevelandclinic.org/health/diseases/6001-creutzfeldt-jakob-disease#prevention,https://my.clevelandclinic.org/health/diseases/6001-creutzfeldt-jakob-disease#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/6001-creutzfeldt-jakob-disease#living-with
